ticker,date,period_ending,estimate,reported,surprise,surprise%
PINS,2021-07-29,Jun-21,0.13,0.25,0.12,92.31
PJT,2021-07-29,Jun-21,0.94,1.06,0.12,12.77
PK,2021-08-05,Jun-21,-0.27,-0.49,-0.22,-81.48
PKG,2021-07-26,Jun-21,1.75,2.17,0.42,24
PKI,2021-07-26,Jun-21,2.41,2.83,0.42,17.43
PLAB,2021-08-25,Jul-21,0.22,0.22,0,0
PLAN,2021-08-31,Jul-21,-0.14,-0.09,0.05,35.71
PLAY,2021-09-09,Jul-21,0.57,1.07,0.5,87.72
PLCE,2021-08-18,Jul-21,0.5,1.71,1.21,242
PLD,2021-07-19,Jun-21,0.99,1.01,0.02,2.02
PLMR,2021-08-04,Jun-21,0.5,0.51,0.01,2
PLNT,2021-08-09,Jun-21,0.22,0.21,-0.01,-4.55
PLOW,2021-08-02,Jun-21,0.87,0.91,0.04,4.6
PLRX,2021-08-09,Jun-21,-0.64,-0.64,0,0
PLTR,2021-08-12,Jun-21,0.04,0.04,0,0
PLUG,2021-08-05,Jun-21,-0.07,-0.18,-0.11,-157.14
PLUS,2021-08-04,Jun-21,0.78,0.98,0.2,25.64
PLXS,2021-07-21,Jun-21,0.77,0.99,0.22,28.57
PLYM,2021-08-06,Jun-21,0.41,-0.25,-0.66,-160.98
PM,2021-07-20,Jun-21,1.54,1.57,0.03,1.95
PMT,2021-08-05,Jun-21,0.57,0.32,-0.25,-43.86
PNC,2021-07-14,Jun-21,3.16,4.5,1.34,42.41
PNFP,2021-07-20,Jun-21,1.44,1.68,0.24,16.67
PNR,2021-07-27,Jun-21,0.8,0.84,0.04,5
PNTG,2021-08-09,Jun-21,0.19,0.17,-0.02,-10.53
PNW,2021-08-05,Jun-21,1.63,1.91,0.28,17.18
PODD,2021-08-05,Jun-21,0.12,0.1,-0.02,-16.67
POOL,2021-07-22,Jun-21,5.37,6.37,1,18.62
POR,2021-07-30,Jun-21,0.36,0.36,0,0
POST,2021-08-05,Jun-21,0.94,0.93,-0.01,-1.06
POWI,2021-07-29,Jun-21,0.75,0.83,0.08,10.67
PPBI,2021-07-27,Jun-21,0.73,1.01,0.28,38.36
PPC,2021-07-28,Jun-21,0.59,0.63,0.04,6.78
PPG,2021-07-19,Jun-21,2.19,1.94,-0.25,-11.42
PPL,2021-08-05,Jun-21,0.23,0.19,-0.04,-17.39
PRA,2021-08-05,Jun-21,0.06,0.49,0.43,716.67
PRAA,2021-08-05,Jun-21,0.76,1.22,0.46,60.53
PRFT,2021-07-29,Jun-21,0.79,0.84,0.05,6.33
PRGO,2021-08-11,Jun-21,0.61,0.5,-0.11,-18.03
PRGS,2021-06-24,May-21,0.72,0.82,0.1,13.89
PRI,2021-08-05,Jun-21,2.88,3.25,0.37,12.85
PRIM,2021-08-03,Jun-21,0.69,0.68,-0.01,-1.45
PRK,2021-07-26,Jun-21,2.09,2.47,0.38,18.18
PRLB,2021-07-29,Jun-21,0.46,0.39,-0.07,-15.22
PRMW,2021-08-05,Jun-21,0.14,0.17,0.03,21.43
PRO,2021-08-03,Jun-21,-0.22,-0.14,0.08,36.36
PRPL,2021-08-09,Jun-21,0.13,0.05,-0.08,-61.54
PRTA,2021-08-05,Jun-21,0.57,0.58,0.01,1.75
PRTS,2021-08-05,Jun-21,-0.06,0.04,0.1,166.67
PRTY,2021-08-05,Jun-21,0.16,0.29,0.13,81.25
PRU,2021-08-03,Jun-21,3.04,3.79,0.75,24.67
PRVB,2021-08-05,Jun-21,-0.51,-0.46,0.05,9.8
PSA,2021-08-03,Jun-21,2.93,3.15,0.22,7.51
PSB,2021-08-03,Jun-21,1.72,1.77,0.05,2.91
PSN,2021-08-04,Jun-21,0.51,0.32,-0.19,-37.25
PSNL,2021-08-04,Jun-21,-0.39,-0.34,0.05,12.82
PSTG,2021-08-25,Jul-21,0.05,0.14,0.09,180
PSTL,2021-08-10,Jun-21,0.27,0.04,-0.23,-85.19
PSTX,2021-08-12,Jun-21,-0.64,-0.74,-0.1,-15.63
PSX,2021-08-03,Jun-21,0.71,0.74,0.03,4.23
PTC,2021-07-28,Jun-21,0.64,0.83,0.19,29.69
PTCT,2021-07-29,Jun-21,-1.84,-1.68,0.16,8.7
PTEN,2021-07-29,Jun-21,-0.52,-0.54,-0.02,-3.85
PTGX,2021-08-04,Jun-21,-0.62,-0.69,-0.07,-11.29
PTON,2021-08-26,Jun-21,-0.45,-1.05,-0.6,-133.33
PTVE,2021-08-04,Jun-21,0.14,0.13,-0.01,-7.14
PUMP,2021-08-03,Jun-21,-0.06,-0.08,-0.02,-33.33
PVH,2021-08-31,Jul-21,1.19,2.72,1.53,128.57
PWR,2021-08-05,Jun-21,1,1.06,0.06,6
PXD,2021-08-02,Jun-21,2.62,2.55,-0.07,-2.67
PYPL,2021-07-28,Jun-21,1.13,1.15,0.02,1.77
PZZA,2021-08-05,Jun-21,0.69,0.93,0.24,34.78
QCOM,2021-07-28,Jun-21,1.67,1.92,0.25,14.97
QCRH,2021-07-26,Jun-21,1.32,1.4,0.08,6.06
QDEL,2021-08-05,Jun-21,1.2,0.75,-0.45,-37.5
QGEN,2021-07-29,Jun-21,0.66,0.67,0.01,1.52
QLYS,2021-08-09,Jun-21,0.68,0.79,0.11,16.18
QNST,2021-08-04,Jun-21,0.16,0.17,0.01,6.25
QRTEA,2021-08-06,Jun-21,0.53,0.54,0.01,1.89
QRVO,2021-08-04,Jun-21,2.45,2.83,0.38,15.51
QTRX,2021-08-05,Jun-21,-0.32,-0.33,-0.01,-3.13
QTWO,2021-08-04,Jun-21,0.06,0.09,0.03,50
QUOT,2021-08-05,Jun-21,-0.1,-0.18,-0.08,-80
R,2021-07-28,Jun-21,1.33,2.4,1.07,80.45
RAD,2021-06-24,May-21,0.22,0.38,0.16,72.73
RAMP,2021-08-05,Jun-21,-0.01,0.09,0.1,1000
RAPT,2021-08-11,Jun-21,-0.62,-0.63,-0.01,-1.61
RARE,2021-08-02,Jun-21,-1.28,-1.45,-0.17,-13.28
RBB,2021-07-26,Jun-21,0.68,0.67,-0.01,-1.47
RBBN,2021-07-28,Jun-21,0.1,0.17,0.07,70
RC,2021-08-05,Jun-21,0.43,0.52,0.09,20.93
RCII,2021-08-04,Jun-21,1.37,1.63,0.26,18.98
RCKT,2021-08-09,Jun-21,-0.66,-0.55,0.11,16.67
RCKY,2021-08-03,Jun-21,1.22,0.99,-0.23,-18.85
RCL,2021-08-04,Jun-21,-4.26,-5.06,-0.8,-18.78
RCM,2021-08-03,Jun-21,0.09,0.06,-0.03,-33.33
RCUS,2021-08-05,Jun-21,-0.77,-1.09,-0.32,-41.56
RDFN,2021-08-05,Jun-21,-0.34,-0.29,0.05,14.71
RDN,2021-08-03,Jun-21,0.7,0.75,0.05,7.14
RDNT,2021-08-09,Jun-21,0.14,0.27,0.13,92.86
RDUS,2021-08-05,Jun-21,-0.39,-0.35,0.04,10.26
RE,2021-07-28,Jun-21,9,14.63,5.63,62.56
REAL,2021-08-09,Jun-21,-0.45,-0.5,-0.05,-11.11
REG,2021-08-05,Jun-21,0.83,0.99,0.16,19.28
REGI,2021-08-04,Jun-21,1.26,1.62,0.36,28.57
REGN,2021-08-05,Jun-21,19.55,25.8,6.25,31.97
REKR,2021-08-16,Jun-21,-0.11,-0.12,-0.01,-9.09
REPL,2021-08-06,Jun-21,-0.45,-0.53,-0.08,-17.78
RETA,2021-08-09,Jun-21,-2.13,-2,0.13,6.1
REVG,2021-09-08,Jul-21,0.33,0.37,0.04,12.12
REX,2021-09-01,Jul-21,0.94,1.31,0.37,39.36
REXR,2021-07-21,Jun-21,0.36,0.15,-0.21,-58.33
REYN,2021-08-02,Jun-21,0.38,0.39,0.01,2.63
REZI,2021-08-05,Jun-21,0.31,0.39,0.08,25.81
RF,2021-07-23,Jun-21,0.52,0.77,0.25,48.08
RGA,2021-08-03,Jun-21,2.35,4,1.65,70.21
RGEN,2021-07-27,Jun-21,0.53,0.79,0.26,49.06
RGLD,2021-08-11,Jun-21,0.93,1.04,0.11,11.83
RGNX,2021-08-09,Jun-21,-1.08,-1.36,-0.28,-25.93
RGP,2021-07-21,May-21,0.19,0.8,0.61,321.05
RH,2021-09-08,Jul-21,6.58,8.48,1.9,28.88
RHI,2021-07-22,Jun-21,1.05,1.33,0.28,26.67
RHP,2021-08-03,Jun-21,-0.51,-0.03,0.48,94.12
RICK,2021-08-05,Jun-21,1.01,1.36,0.35,34.65
RIGL,2021-08-03,Jun-21,-0.11,-0.08,0.03,27.27
RIOT,2021-08-23,Jun-21,0.05,0.13,0.08,160
RJF,2021-07-28,Jun-21,1.55,1.83,0.28,18.06
RKT,2021-08-12,Jun-21,0.46,0.46,0,0
RL,2021-08-03,Jun-21,0.89,2.29,1.4,157.3
RLGY,2021-07-29,Jun-21,0.98,1.33,0.35,35.71
RLI,2021-07-21,Jun-21,0.73,1.09,0.36,49.32
RLMD,2021-08-10,Jun-21,-1.47,-1.56,-0.09,-6.12
RM,2021-08-03,Jun-21,1.48,1.87,0.39,26.35
RMAX,2021-08-04,Jun-21,0.53,0.63,0.1,18.87
RMBS,2021-08-02,Jun-21,0.31,0.34,0.03,9.68
RMD,2021-08-05,Jun-21,1.25,1.35,0.1,8
RMNI,2021-08-04,Jun-21,0.11,-0.04,-0.15,-136.36
RMR,2021-08-05,Jun-21,0.46,0.47,0.01,2.17
RNA,2021-08-09,Jun-21,-0.77,-0.7,0.07,9.09
RNG,2021-08-03,Jun-21,0.28,0.32,0.04,14.29
RNR,2021-07-22,Jun-21,4.85,5.64,0.79,16.29
RNST,2021-07-27,Jun-21,0.76,0.73,-0.03,-3.95
ROAD,2021-08-06,Jun-21,0.32,0.18,-0.14,-43.75
ROCK,2021-08-03,Jun-21,0.9,0.8,-0.1,-11.11
ROG,2021-07-29,Jun-21,1.88,1.72,-0.16,-8.51
ROIC,2021-07-28,Jun-21,0.25,0.25,0,0
ROK,2021-07-27,Jun-21,2.06,2.31,0.25,12.14
ROKU,2021-08-04,Jun-21,0.14,0.52,0.38,271.43
ROL,2021-07-28,Jun-21,0.18,0.2,0.02,11.11
ROLL,2021-08-05,Jun-21,1,1.04,0.04,4
ROP,2021-07-23,Jun-21,3.66,3.76,0.1,2.73
ROST,2021-08-19,Jul-21,1,1.39,0.39,39
RPAY,2021-08-09,Jun-21,0.15,0.16,0.01,6.67
RPD,2021-08-04,Jun-21,0.03,0.07,0.04,133.33
RPM,2021-07-26,May-21,1.26,1.28,0.02,1.59
RPRX,2021-08-11,Jun-21,0.7,0.71,0.01,1.43
RPT,2021-08-04,Jun-21,0.21,0.41,0.2,95.24
RRC,2021-07-26,Jun-21,0.24,0.24,0,0
RRGB,2021-08-18,Jun-21,0.07,-0.22,-0.29,-414.29
RRR,2021-07-28,Jun-21,0.32,1.12,0.8,250
RS,2021-07-22,Jun-21,4.94,5.06,0.12,2.43
RSG,2021-07-29,Jun-21,0.94,1.09,0.15,15.96
RUBY,2021-08-09,Jun-21,-0.48,-0.56,-0.08,-16.67
RUN,2021-08-05,Jun-21,-0.02,-0.14,-0.12,-600
RUSHA,2021-07-20,Jun-21,0.86,1,0.14,16.28
RUTH,2021-08-06,Jun-21,0.23,0.36,0.13,56.52
RVLV,2021-08-04,Jun-21,0.22,0.42,0.2,90.91
RVMD,2021-08-11,Jun-21,-0.55,-0.6,-0.05,-9.09
RVNC,2021-08-05,Jun-21,-1.14,-1.07,0.07,6.14
RWT,2021-07-28,Jun-21,0.29,0.33,0.04,13.79
RXDX,2021-08-11,Jun-21,-0.38,-0.49,-0.11,-28.95
RXT,2021-08-16,Jun-21,0.23,0.24,0.01,4.35
RYAM,2021-08-03,Jun-21,0.76,0.14,-0.62,-81.58
RYI,2021-08-04,Jun-21,0.81,1.24,0.43,53.09
RYN,2021-08-04,Jun-21,0.1,0.22,0.12,120
RYTM,2021-08-03,Jun-21,-0.75,-0.7,0.05,6.67
SABR,2021-08-03,Jun-21,-0.62,-0.52,0.1,16.13
SAFE,2021-07-22,Jun-21,0.33,0.28,-0.05,-15.15
SAFM,2021-08-26,Jul-21,6.73,7.38,0.65,9.66
SAGE,2021-08-03,Jun-21,-1.69,-1.83,-0.14,-8.28
SAH,2021-07-29,Jun-21,1.64,2.63,0.99,60.37
SAIA,2021-07-29,Jun-21,2,2.34,0.34,17
SAIC,2021-09-02,Jul-21,1.47,1.97,0.5,34.01
SAM,2021-07-22,Jun-21,7,4.72,-2.28,-32.57
SANM,2021-08-02,Jun-21,0.94,0.99,0.05,5.32
SASR,2021-07-22,Jun-21,1.17,1.16,-0.01,-0.85
SATS,2021-08-03,Jun-21,0.08,0.14,0.06,75
SAVA,2021-08-03,Jun-21,-0.11,-0.13,-0.02,-18.18
SAVE,2021-07-28,Jun-21,-0.83,-0.34,0.49,59.04
SBAC,2021-08-02,Jun-21,2.59,1.37,-1.22,-47.1
SBCF,2021-07-22,Jun-21,0.53,0.59,0.06,11.32
SBGI,2021-08-04,Jun-21,-4.23,-4.03,0.2,4.73
SBH,2021-07-29,Jun-21,0.62,0.68,0.06,9.68
SBNY,2021-07-20,Jun-21,3.13,3.57,0.44,14.06
SBRA,2021-08-04,Jun-21,0.38,0.39,0.01,2.63
SBSI,2021-07-23,Jun-21,0.7,0.65,-0.05,-7.14
SBUX,2021-07-27,Jun-21,0.77,1.01,0.24,31.17
SCCO,2021-07-26,Jun-21,1.15,1.21,0.06,5.22
SCHN,2021-06-30,May-21,2.1,2.2,0.1,4.76
SCHW,2021-07-16,Jun-21,0.69,0.7,0.01,1.45
SCI,2021-07-28,Jun-21,0.66,0.92,0.26,39.39
SCL,2021-07-28,Jun-21,1.84,1.81,-0.03,-1.63
SCSC,2021-08-24,Jun-21,0.64,0.96,0.32,50
SDGR,2021-08-12,Jun-21,-0.29,-0.49,-0.2,-68.97
SEAS,2021-08-05,Jun-21,0.37,1.59,1.22,329.73
SEE,2021-08-03,Jun-21,0.8,0.79,-0.01,-1.25
SEIC,2021-07-21,Jun-21,0.92,0.93,0.01,1.09
SELB,2021-08-12,Jun-21,-0.09,-0.04,0.05,55.56
SEM,2021-08-05,Jun-21,0.6,1.22,0.62,103.33
SENS,2021-08-09,Jun-21,-0.02,-0.05,-0.03,-150
SESN,2021-08-09,Jun-21,-0.06,-0.07,-0.01,-16.67
SFBS,2021-07-19,Jun-21,0.92,0.92,0,0
SFIX,2021-09-21,Jul-21,-0.14,0.19,0.33,235.71
SFL,2021-08-19,Jun-21,0.2,0.16,-0.04,-20
SFM,2021-08-05,Jun-21,0.45,0.52,0.07,15.56
SFNC,2021-07-27,Jun-21,0.51,0.69,0.18,35.29
SFST,2021-07-27,Jun-21,1.2,1.29,0.09,7.5
SFT,2021-08-10,Jun-21,-0.43,-0.41,0.02,4.65
SGEN,2021-07-29,Jun-21,-0.61,-0.47,0.14,22.95
SGH,2021-07-06,May-21,0.55,0.7,0.15,27.27
SGMO,2021-08-05,Jun-21,-0.3,-0.33,-0.03,-10
SGMS,2021-08-09,Jun-21,0.09,1.1,1.01,1122.22
SHAK,2021-08-05,Jun-21,-0.07,0.05,0.12,171.43
SHEN,2021-07-29,Jun-21,0.67,0.04,-0.63,-94.03
SHO,2021-08-03,Jun-21,-0.05,-0.01,0.04,80
SHOO,2021-07-28,Jun-21,0.3,0.48,0.18,60
SHW,2021-07-27,Jun-21,2.68,2.65,-0.03,-1.12
SI,2021-07-20,Jun-21,0.41,0.8,0.39,95.12
SIBN,2021-08-02,Jun-21,-0.39,-0.42,-0.03,-7.69
SIEN,2021-08-10,Jun-21,-0.23,-0.22,0.01,4.35
SIG,2021-09-02,Jul-21,1.61,3.57,1.96,121.74
SIGI,2021-07-28,Jun-21,1.36,1.85,0.49,36.03
SILK,2021-07-29,Jun-21,-0.37,-0.31,0.06,16.22
SIRI,2021-07-27,Jun-21,0.07,0.1,0.03,42.86
SITC,2021-07-29,Jun-21,0.24,0.31,0.07,29.17
SITE,2021-08-04,Jun-21,2.28,2.7,0.42,18.42
SITM,2021-08-04,Jun-21,0.23,0.46,0.23,100
SIVB,2021-07-22,Jun-21,6.48,9.09,2.61,40.28
SIX,2021-07-28,Jun-21,-0.13,0.81,0.94,723.08
SJI,2021-08-04,Jun-21,-0.01,0.02,0.03,300
SJM,2021-08-26,Jul-21,1.88,1.9,0.02,1.06
SJW,2021-07-29,Jun-21,0.63,0.6,-0.03,-4.76
SKT,2021-08-03,Jun-21,0.21,0.43,0.22,104.76
SKX,2021-07-22,Jun-21,0.52,0.88,0.36,69.23
SKY,2021-08-03,Jun-21,0.56,0.75,0.19,33.93
SKYW,2021-07-29,Jun-21,0.28,1.22,0.94,335.71
SLAB,2021-07-28,Jun-21,0.93,1.05,0.12,12.9
SLB,2021-07-23,Jun-21,0.26,0.3,0.04,15.38
SLCA,2021-07-29,Jun-21,-0.17,-0.12,0.05,29.41
SLG,2021-07-21,Jun-21,1.67,1.65,-0.02,-1.2
SLGN,2021-07-28,Jun-21,0.83,0.85,0.02,2.41
SLM,2021-07-21,Jun-21,0.39,0.45,0.06,15.38
SLP,2021-07-12,May-21,0.17,0.18,0.01,5.88
SLQT,2021-08-25,Jun-21,0.05,0.02,-0.03,-60
SM,2021-07-29,Jun-21,-0.2,0.01,0.21,105
SMAR,2021-09-07,Jul-21,-0.13,-0.05,0.08,61.54
SMBC,2021-07-26,Jun-21,1.06,1.53,0.47,44.34
SMBK,2021-07-20,Jun-21,0.49,0.6,0.11,22.45
SMCI,2021-08-10,Jun-21,0.8,0.81,0.01,1.25
SMG,2021-08-04,Jun-21,3.5,3.98,0.48,13.71
SMP,2021-08-04,Jun-21,0.67,1.26,0.59,88.06
SMPL,2021-07-01,May-21,0.29,0.43,0.14,48.28
SMTC,2021-09-01,Jul-21,0.62,0.65,0.03,4.84
SNA,2021-07-22,Jun-21,3.18,3.76,0.58,18.24
SNBR,2021-07-20,Jun-21,1.11,0.88,-0.23,-20.72
SNDR,2021-07-29,Jun-21,0.42,0.6,0.18,42.86
SNDX,2021-08-09,Jun-21,-0.74,-0.44,0.3,40.54
SNOW,2021-08-25,Jul-21,-0.15,-0.04,0.11,73.33
SNPS,2021-08-18,Jul-21,1.78,1.81,0.03,1.69
SNV,2021-07-20,Jun-21,1.03,1.2,0.17,16.5
SNX,2021-06-24,May-21,1.91,2.09,0.18,9.42
SO,2021-07-29,Jun-21,0.79,0.84,0.05,6.33
SOI,2021-07-28,Jun-21,-0.02,-0.03,-0.01,-50
SON,2021-07-22,Jun-21,0.87,0.84,-0.03,-3.45
SONO,2021-08-11,Jun-21,-0.17,0.27,0.44,258.82
SP,2021-07-28,Jun-21,0.21,0.49,0.28,133.33
SPB,2021-08-06,Jun-21,1.59,1.57,-0.02,-1.26
SPCE,2021-08-05,Jun-21,-0.3,-0.39,-0.09,-30
SPFI,2021-07-27,Jun-21,0.63,0.74,0.11,17.46
SPG,2021-08-02,Jun-21,2.37,2.92,0.55,23.21
SPGI,2021-07-29,Jun-21,3.28,3.62,0.34,10.37
SPLK,2021-08-25,Jul-21,-0.69,-0.62,0.07,10.14
SPNE,2021-08-02,Jun-21,-0.35,-0.34,0.01,2.86
SPNS,2021-08-04,Jun-21,0.26,0.29,0.03,11.54
SPOT,2021-07-28,Jun-21,-0.52,-0.23,0.29,55.77
SPPI,2021-08-12,Jun-21,-0.24,-0.32,-0.08,-33.33
SPR,2021-08-04,Jun-21,-0.66,-0.31,0.35,53.03
SPRO,2021-08-05,Jun-21,-0.77,-0.63,0.14,18.18
SPSC,2021-07-29,Jun-21,0.4,0.46,0.06,15
SPTN,2021-08-18,Jun-21,0.53,0.54,0.01,1.89
SPWH,2021-09-01,Jul-21,0.6,0.44,-0.16,-26.67
SPWR,2021-08-03,Jun-21,0.03,0.06,0.03,100
SPXC,2021-08-05,Jun-21,0.41,0.49,0.08,19.51
SQ,2021-08-01,Jun-21,0.32,0.66,0.34,106.25
SR,2021-08-05,Jun-21,0.02,0.06,0.04,200
SRC,2021-08-03,Jun-21,0.77,0.86,0.09,11.69
SRCE,2021-07-22,Jun-21,1.06,1.19,0.13,12.26
SRCL,2021-08-06,Jun-21,0.68,0.67,-0.01,-1.47
SRDX,2021-08-04,Jun-21,-0.11,-0.17,-0.06,-54.55
SRE,2021-08-05,Jun-21,1.59,1.63,0.04,2.52
SRNE,2021-08-06,Jun-21,-0.2,-0.33,-0.13,-65
SRPT,2021-08-04,Jun-21,-1.03,-1.02,0.01,0.97
SRRK,2021-08-10,Jun-21,-0.78,-0.84,-0.06,-7.69
SSB,2021-07-23,Jun-21,1.63,1.87,0.24,14.72
SSD,2021-07-26,Jun-21,1.71,1.66,-0.05,-2.92
SSNC,2021-07-28,Jun-21,1.14,1.24,0.1,8.77
SSP,2021-08-06,Jun-21,0.22,0.3,0.08,36.36
SSTI,2021-08-10,Jun-21,0.03,-0.02,-0.05,-166.67
SSTK,2021-07-27,Jun-21,0.81,1.02,0.21,25.93
ST,2021-07-27,Jun-21,0.89,0.95,0.06,6.74
STAA,2021-08-04,Jun-21,0.08,0.27,0.19,237.5
STAG,2021-07-27,Jun-21,0.5,0.52,0.02,4
STAR,2021-08-03,Jun-21,0.17,0.15,-0.02,-11.76
STBA,2021-07-22,Jun-21,0.7,0.72,0.02,2.86
STE,2021-08-09,Jun-21,1.5,1.76,0.26,17.33
STIM,2021-08-03,Jun-21,-0.24,-0.29,-0.05,-20.83
STLD,2021-07-19,Jun-21,3.36,3.4,0.04,1.19
STNE,2021-08-30,Jun-21,0.15,0.32,0.17,113.33
STNG,2021-08-05,Jun-21,-0.93,-0.94,-0.01,-1.08
STOK,2021-08-10,Jun-21,-0.49,-0.6,-0.11,-22.45
STOR,2021-08-05,Jun-21,0.46,0.23,-0.23,-50
STRA,2021-07-28,Jun-21,1.56,1.55,-0.01,-0.64
STRL,2021-08-02,Jun-21,0.47,0.69,0.22,46.81
STRO,2021-08-09,Jun-21,-0.42,-0.13,0.29,69.05
STT,2021-07-16,Jun-21,1.78,1.97,0.19,10.67
STWD,2021-08-05,Jun-21,0.52,0.51,-0.01,-1.92
STXS,2021-08-10,Jun-21,-0.03,-0.02,0.01,33.33
STZ,2021-06-30,May-21,2.35,2.33,-0.02,-0.85
SUI,2021-07-26,Jun-21,1.63,1.8,0.17,10.43
SUM,2021-08-04,Jun-21,0.57,0.49,-0.08,-14.04
SUMO,2021-09-09,Jul-21,-0.14,-0.11,0.03,21.43
SUPN,2021-08-04,Jun-21,0.17,0.43,0.26,152.94
SVC,2021-08-05,Jun-21,0.17,-0.55,-0.72,-423.53
SWAV,2021-08-09,Jun-21,-0.41,-0.01,0.4,97.56
SWCH,2021-08-05,Jun-21,0.06,0.04,-0.02,-33.33
SWI,2021-08-03,Jun-21,0.43,0.44,0.01,2.33
SWK,2021-07-27,Jun-21,2.89,3.08,0.19,6.57
SWKS,2021-07-29,Jun-21,2.13,2.15,0.02,0.94
SWN,2021-07-29,Jun-21,0.22,0.19,-0.03,-13.64
SWTX,2021-08-04,Jun-21,-0.7,-0.97,-0.27,-38.57
SWX,2021-08-05,Jun-21,0.46,0.43,-0.03,-6.52
SXC,2021-07-29,Jun-21,0.09,0.16,0.07,77.78
SXI,2021-08-12,Jun-21,1.37,1.4,0.03,2.19
SYBT,2021-07-28,Jun-21,0.88,1,0.12,13.64
SYF,2021-07-20,Jun-21,1.47,2.12,0.65,44.22
SYK,2021-07-27,Jun-21,2.12,2.25,0.13,6.13
SYNA,2021-08-05,Jun-21,2,2.18,0.18,9
SYNH,2021-08-09,Jun-21,0.94,0.97,0.03,3.19
SYRS,2021-08-05,Jun-21,-0.36,-0.36,0,0
SYY,2021-08-10,Jun-21,0.57,0.71,0.14,24.56
T,2021-07-22,Jun-21,0.78,0.89,0.11,14.1
TA,2021-08-02,Jun-21,-0.13,2.08,2.21,1700
TALO,2021-08-03,Jun-21,0.12,-0.01,-0.13,-108.33
TAP,2021-07-29,Jun-21,1.38,1.58,0.2,14.49
TBBK,2021-07-29,Jun-21,0.43,0.49,0.06,13.95
TBI,2021-07-26,Jun-21,0.28,0.47,0.19,67.86
TBK,2021-07-21,Jun-21,1.03,1.17,0.14,13.59
TBPH,2021-08-03,Jun-21,-0.96,-0.8,0.16,16.67
TCBI,2021-07-21,Jun-21,1.22,1.31,0.09,7.38
TCBK,2021-07-27,Jun-21,0.93,0.95,0.02,2.15
TCRR,2021-08-05,Jun-21,-0.6,-0.64,-0.04,-6.67
TCS,2021-08-03,Jun-21,0.09,0.36,0.27,300
TDC,2021-08-05,Jun-21,0.43,0.74,0.31,72.09
TDG,2021-08-10,Jun-21,2.99,3.33,0.34,11.37
TDOC,2021-07-27,Jun-21,-0.59,-0.86,-0.27,-45.76
TDS,2021-08-05,Jun-21,0.26,0.17,-0.09,-34.62
TDY,2021-07-28,Jun-21,2.94,4.61,1.67,56.8
TEAM,2021-07-29,Jun-21,1.33,0.24,-1.09,-81.95
TECH,2021-08-05,Jun-21,1.68,1.87,0.19,11.31
TELL,2021-08-03,Jun-21,-0.05,-0.08,-0.03,-60
TEN,2021-08-05,Jun-21,0.85,0.84,-0.01,-1.18
TENB,2021-07-27,Jun-21,0.05,0.09,0.04,80
TER,2021-07-27,Jun-21,1.74,1.91,0.17,9.77
TEX,2021-07-29,Jun-21,0.53,1.02,0.49,92.45
TFSL,2021-07-29,Jun-21,0.06,0.06,0,0
TFX,2021-07-29,Jun-21,2.86,3.35,0.49,17.13
TGH,2021-08-05,Jun-21,1.19,1.48,0.29,24.37
TGI,2021-08-04,Jun-21,0.04,0.09,0.05,125
TGNA,2021-08-09,Jun-21,0.49,0.5,0.01,2.04
TGT,2021-08-18,Jul-21,3.48,3.64,0.16,4.6
TGTX,2021-08-02,Jun-21,-0.48,-0.59,-0.11,-22.92
THC,2021-07-21,Jun-21,1.09,1.59,0.5,45.87
THFF,2021-07-27,Jun-21,0.92,1.24,0.32,34.78
THG,2021-07-27,Jun-21,2.24,2.85,0.61,27.23
THO,2021-09-28,Jul-21,2.91,4.12,1.21,41.58
THR,2021-08-05,Jun-21,0.07,0.07,0,0
THRM,2021-07-29,Jun-21,0.69,0.85,0.16,23.19
THS,2021-08-05,Jun-21,0.26,0.26,0,0
TIL,2021-08-12,Jun-21,-0.21,-0.27,-0.06,-28.57
TILE,2021-08-06,Jun-21,0.28,0.3,0.02,7.14
TITN,2021-08-26,Jul-21,0.45,0.57,0.12,26.67
TJX,2021-08-18,Jul-21,0.58,0.79,0.21,36.21
TKR,2021-08-02,Jun-21,1.41,1.37,-0.04,-2.84
TLYS,2021-09-02,Jul-21,0.5,0.66,0.16,32
TMDX,2021-08-05,Jun-21,-0.27,-0.39,-0.12,-44.44
TMHC,2021-07-29,Jun-21,1.01,0.95,-0.06,-5.94
TMO,2021-07-28,Jun-21,5.51,5.6,0.09,1.63
TMP,2021-07-23,Jun-21,1.46,1.54,0.08,5.48
TMST,2021-08-05,Jun-21,0.62,0.96,0.34,54.84
TMUS,2021-07-29,Jun-21,0.52,0.78,0.26,50
TMX,2021-08-05,Jun-21,0.48,0.51,0.03,6.25
TNC,2021-08-03,Jun-21,1.02,1.18,0.16,15.69
TNDM,2021-08-04,Jun-21,-0.08,0.06,0.14,175
TNET,2021-07-26,Jun-21,0.82,1.56,0.74,90.24
TNL,2021-07-28,Jun-21,0.73,0.88,0.15,20.55
TNXP,2021-08-09,Jun-21,-0.07,-0.07,0,0
TOL,2021-08-24,Jul-21,1.52,1.87,0.35,23.03
TOWN,2021-07-29,Jun-21,0.69,0.77,0.08,11.59
TPB,2021-07-27,Jun-21,0.77,0.84,0.07,9.09
TPC,2021-08-04,Jun-21,0.54,0.61,0.07,12.96
TPH,2021-07-22,Jun-21,0.81,1,0.19,23.46
