ticker,date,period_ending,estimate,reported,surprise,surprise%
CDNA,2021-07-29,Jun-21,0.05,0.11,0.06,120
CDNS,2021-07-26,Jun-21,0.75,0.86,0.11,14.67
CDW,2021-08-04,Jun-21,1.79,2.02,0.23,12.85
CDXC,2021-08-03,Jun-21,-0.09,-0.08,0.01,11.11
CDXS,2021-08-05,Jun-21,-0.17,-0.07,0.1,58.82
CE,2021-07-22,Jun-21,4.49,5.02,0.53,11.8
CEIX,2021-08-03,Jun-21,0.22,0.58,0.36,163.64
CELH,2021-08-12,Jun-21,0.01,0.05,0.04,400
CENT,2021-08-04,Jun-21,0.99,1.37,0.38,38.38
CENTA,2021-08-04,Jun-21,0.99,1.37,0.38,38.38
CENX,2021-08-04,Jun-21,-0.22,-0.27,-0.05,-22.73
CERE,2021-08-11,Jun-21,-0.41,-0.42,-0.01,-2.44
CERN,2021-07-30,Jun-21,0.76,0.8,0.04,5.26
CERS,2021-08-03,Jun-21,-0.1,-0.09,0.01,10
CEVA,2021-08-09,Jun-21,0.11,0.22,0.11,100
CF,2021-08-09,Jun-21,1.64,1.14,-0.5,-30.49
CFB,2021-07-22,Jun-21,0.26,0.3,0.04,15.38
CFFN,2021-07-29,Jun-21,0.12,0.13,0.01,8.33
CFG,2021-07-20,Jun-21,1.14,1.46,0.32,28.07
CFR,2021-07-29,Jun-21,1.6,1.8,0.2,12.5
CG,2021-07-29,Jun-21,0.61,0.88,0.27,44.26
CGNX,2021-08-05,Jun-21,0.42,0.43,0.01,2.38
CHCO,2021-07-22,Jun-21,1.13,1.41,0.28,24.78
CHCT,2021-08-03,Jun-21,0.55,0.22,-0.33,-60
CHD,2021-07-30,Jun-21,0.7,0.76,0.06,8.57
CHDN,2021-07-28,Jun-21,2.56,3.08,0.52,20.31
CHE,2021-07-27,Jun-21,4.45,4.6,0.15,3.37
CHEF,2021-07-28,Jun-21,-0.35,0.04,0.39,111.43
CHGG,2021-08-09,Jun-21,0.38,0.43,0.05,13.16
CHH,2021-08-05,Jun-21,0.91,1.22,0.31,34.07
CHK,2021-08-10,Jun-21,1.3,1.64,0.34,26.15
CHNG,2021-08-04,Jun-21,0.46,0.41,-0.05,-10.87
CHRS,2021-08-05,Jun-21,-0.25,-0.4,-0.15,-60
CHRW,2021-07-27,Jun-21,1.31,1.44,0.13,9.92
CHS,2021-08-31,Jul-21,-0.08,0.21,0.29,362.5
CHTR,2021-07-30,Jun-21,4.81,5.29,0.48,9.98
CHUY,2021-08-05,Jun-21,0.48,0.62,0.14,29.17
CHX,2021-07-28,Jun-21,0.1,0.11,0.01,10
CI,2021-08-05,Jun-21,4.96,5.24,0.28,5.65
CIEN,2021-09-02,Jul-21,0.79,0.92,0.13,16.46
CIM,2021-08-04,Jun-21,0.37,0.54,0.17,45.95
CINF,2021-07-28,Jun-21,0.99,1.79,0.8,80.81
CIO,2021-08-05,Jun-21,0.32,0.35,0.03,9.38
CIR,2021-08-10,Jun-21,0.33,0.35,0.02,6.06
CIVB,2021-07-23,Jun-21,0.57,0.59,0.02,3.51
CL,2021-07-30,Jun-21,0.8,0.8,0,0
CLAR,2021-08-02,Jun-21,0.19,0.2,0.01,5.26
CLBK,2021-07-28,Jun-21,0.21,0.27,0.06,28.57
CLDT,2021-08-03,Jun-21,0.09,0.1,0.01,11.11
CLDX,2021-08-05,Jun-21,-0.4,-0.34,0.06,15
CLF,2021-07-22,Jun-21,1.48,1.46,-0.02,-1.35
CLFD,2021-07-22,Jun-21,0.29,0.44,0.15,51.72
CLH,2021-08-04,Jun-21,0.78,1.19,0.41,52.56
CLPT,2021-08-10,Jun-21,-0.14,-0.17,-0.03,-21.43
CLR,2021-08-02,Jun-21,0.57,0.91,0.34,59.65
CLSK,2021-08-16,Jun-21,0.07,-0.49,-0.56,-800
CLVS,2021-08-04,Jun-21,-0.57,-0.61,-0.04,-7.02
CLW,2021-08-04,Jun-21,-1.53,-1.07,0.46,30.07
CLX,2021-08-03,Jun-21,1.29,0.95,-0.34,-26.36
CMA,2021-07-21,Jun-21,1.62,2.32,0.7,43.21
CMBM,2021-08-09,Jun-21,0.33,0.45,0.12,36.36
CMC,2021-06-17,May-21,0.81,1.04,0.23,28.4
CMCO,2021-07-29,Jun-21,0.41,0.69,0.28,68.29
CMCSA,2021-07-29,Jun-21,0.67,0.84,0.17,25.37
CME,2021-07-28,Jun-21,1.59,1.64,0.05,3.14
CMG,2021-07-20,Jun-21,6.46,7.46,1,15.48
CMI,2021-08-03,Jun-21,4.06,4.15,0.09,2.22
CMPR,2021-07-28,Jun-21,-0.17,-0.45,-0.28,-164.71
CMRE,2021-07-28,Jun-21,0.47,0.47,0,0
CMRX,2021-08-05,Jun-21,-0.19,-0.21,-0.02,-10.53
CMS,2021-07-29,Jun-21,0.46,0.55,0.09,19.57
CMTL,2021-10-04,Jul-21,0.24,0.28,0.04,16.67
CNA,2021-08-02,Jun-21,1.12,1.25,0.13,11.61
CNC,2021-07-27,Jun-21,1.41,1.25,-0.16,-11.35
CNDT,2021-08-05,Jun-21,0.16,0.2,0.04,25
CNK,2021-08-06,Jun-21,-1.13,-1.19,-0.06,-5.31
CNMD,2021-07-28,Jun-21,0.62,0.71,0.09,14.52
CNNE,2021-08-05,Jun-21,-0.19,1.94,2.13,1121.05
CNO,2021-07-28,Jun-21,0.54,0.66,0.12,22.22
CNOB,2021-07-29,Jun-21,0.72,0.81,0.09,12.5
CNP,2021-08-05,Jun-21,0.25,0.36,0.11,44
CNR,2021-08-03,Jun-21,0.36,0.67,0.31,86.11
CNTY,2021-08-06,Jun-21,0.01,0.22,0.21,2100
CNX,2021-07-29,Jun-21,0.25,0.18,-0.07,-28
CNXC,2021-06-23,May-21,2.26,2.37,0.11,4.87
CNXN,2021-08-05,Jun-21,0.7,0.66,-0.04,-5.71
COF,2021-07-22,Jun-21,4.78,7.71,2.93,61.3
COGT,2021-08-16,Jun-21,-0.39,-0.43,-0.04,-10.26
COHR,2021-08-11,Jun-21,1.71,1.81,0.1,5.85
COHU,2021-07-29,Jun-21,0.78,0.89,0.11,14.1
COLB,2021-07-29,Jun-21,0.67,0.77,0.1,14.93
COLD,2021-08-05,Jun-21,0.32,-0.05,-0.37,-115.63
COLL,2021-08-05,Jun-21,0.34,0.27,-0.07,-20.59
COLM,2021-08-02,Jun-21,-0.12,0.61,0.73,608.33
COMM,2021-08-05,Jun-21,0.44,0.43,-0.01,-2.27
CONN,2021-09-01,Jul-21,0.7,1.22,0.52,74.29
COO,2021-09-02,Jul-21,3.3,3.41,0.11,3.33
COOP,2021-07-29,Jun-21,1.6,1.92,0.32,20
COP,2021-08-03,Jun-21,1.15,1.27,0.12,10.43
CORT,2021-07-29,Jun-21,0.14,0.21,0.07,50
COTY,2021-08-26,Jun-21,-0.05,-0.09,-0.04,-80
COUP,2021-09-07,Jul-21,-0.07,0.26,0.33,471.43
COWN,2021-07-28,Jun-21,1.27,1.5,0.23,18.11
CPA,2021-08-04,Jun-21,-1.08,-0.38,0.7,64.81
CPB,2021-09-01,Jul-21,0.47,0.55,0.08,17.02
CPE,2021-08-04,Jun-21,1.42,1.49,0.07,4.93
CPF,2021-07-28,Jun-21,0.57,0.66,0.09,15.79
CPK,2021-08-04,Jun-21,0.75,0.78,0.03,4
CPRI,2021-07-30,Jun-21,0.79,1.42,0.63,79.75
CPRT,2021-09-08,Jul-21,0.89,1.03,0.14,15.73
CPRX,2021-08-09,Jun-21,0.09,0.16,0.07,77.78
CPSI,2021-08-03,Jun-21,0.59,0.75,0.16,27.12
CPT,2021-07-29,Jun-21,1.27,1.28,0.01,0.79
CR,2021-07-26,Jun-21,1.39,1.83,0.44,31.65
CRAI,2021-08-05,Jun-21,0.93,1.53,0.6,64.52
CRI,2021-07-30,Jun-21,0.72,1.67,0.95,131.94
CRIS,2021-08-03,Jun-21,-0.11,-0.12,-0.01,-9.09
CRK,2021-08-03,Jun-21,0.18,0.22,0.04,22.22
CRL,2021-08-04,Jun-21,2.39,2.61,0.22,9.21
CRM,2021-08-25,Jul-21,0.91,1.48,0.57,62.64
CRMT,2021-08-17,Jul-21,3.55,3.57,0.02,0.56
CRNC,2021-08-09,Jun-21,0.53,0.62,0.09,16.98
CRNX,2021-08-10,Jun-21,-0.6,-0.7,-0.1,-16.67
CROX,2021-07-22,Jun-21,1.62,2.23,0.61,37.65
CRS,2021-07-29,Jun-21,-0.51,-0.28,0.23,45.1
CRSR,2021-08-03,Jun-21,0.43,0.36,-0.07,-16.28
CRTX,2021-08-09,Jun-21,-0.7,-0.74,-0.04,-5.71
CRUS,2021-07-28,Jun-21,0.39,0.54,0.15,38.46
CRWD,2021-08-31,Jul-21,0.09,0.11,0.02,22.22
CSCO,2021-08-18,Jul-21,0.83,0.84,0.01,1.2
CSGP,2021-07-27,Jun-21,0.23,0.26,0.03,13.04
CSGS,2021-08-04,Jun-21,0.8,0.82,0.02,2.5
CSII,2021-08-04,Jun-21,-0.17,-0.14,0.03,17.65
CSL,2021-07-22,Jun-21,2.09,2.16,0.07,3.35
CSR,2021-08-02,Jun-21,0.93,0.95,0.02,2.15
CSSE,2021-08-11,Jun-21,-0.56,-0.79,-0.23,-41.07
CSTL,2021-08-09,Jun-21,-0.29,-0.34,-0.05,-17.24
CSTM,2021-07-28,Jun-21,0.21,0.88,0.67,319.05
CSTR,2021-07-22,Jun-21,0.58,0.55,-0.03,-5.17
CSV,2021-07-27,Jun-21,0.5,0.64,0.14,28
CSWI,2021-08-04,Jun-21,1.16,1.46,0.3,25.86
CSX,2021-07-21,Jun-21,0.37,0.4,0.03,8.11
CTAS,2021-07-15,May-21,2.33,2.47,0.14,6.01
CTBI,2021-07-21,Jun-21,1.11,1.34,0.23,20.72
CTLT,2021-08-30,Jun-21,1.04,1.16,0.12,11.54
CTMX,2021-08-05,Jun-21,-0.26,-0.3,-0.04,-15.38
CTO,2021-07-29,Jun-21,1.03,-0.63,-1.66,-161.17
CTRE,2021-08-05,Jun-21,0.37,0.22,-0.15,-40.54
CTRN,2021-08-24,Jul-21,0.47,1.36,0.89,189.36
CTSH,2021-07-28,Jun-21,0.96,0.99,0.03,3.13
CTSO,2021-08-03,Jun-21,-0.03,-0.11,-0.08,-266.67
CTT,2021-08-05,Jun-21,-0.04,0.04,0.08,200
CTVA,2021-08-05,Jun-21,1.25,1.4,0.15,12
CTXS,2021-07-29,Jun-21,1.19,1.24,0.05,4.2
CUBE,2021-07-29,Jun-21,0.47,0.5,0.03,6.38
CUBI,2021-07-28,Jun-21,2.08,1.76,-0.32,-15.38
CUE,2021-08-09,Jun-21,-0.42,-0.33,0.09,21.43
CURO,2021-07-28,Jun-21,0.27,0.4,0.13,48.15
CUTR,2021-08-04,Jun-21,0.07,0.28,0.21,300
CUZ,2021-07-29,Jun-21,0.68,0.69,0.01,1.47
CVBF,2021-07-21,Jun-21,0.35,0.38,0.03,8.57
CVCO,2021-08-05,Jun-21,2.11,2.92,0.81,38.39
CVET,2021-08-05,Jun-21,0.23,-0.26,-0.49,-213.04
CVGW,2021-09-08,Jul-21,-0.18,-0.17,0.01,5.56
CVI,2021-08-02,Jun-21,-0.75,-0.32,0.43,57.33
CVLT,2021-07-27,Jun-21,0.51,0.62,0.11,21.57
CVM,2021-08-16,Jun-21,-0.13,-0.25,-0.12,-92.31
CVNA,2021-08-05,Jun-21,-0.37,0.26,0.63,170.27
CVS,2021-08-04,Jun-21,2.07,2.42,0.35,16.91
CVX,2021-07-30,Jun-21,1.54,1.71,0.17,11.04
CW,2021-08-03,Jun-21,1.53,1.56,0.03,1.96
CWEN,2021-08-03,Jun-21,0.42,0.3,-0.12,-28.57
CWENA,2021-08-03,Jun-21,0.13,0.3,0.17,130.77
CWH,2021-08-03,Jun-21,2.22,2.51,0.29,13.06
CWK,2021-08-05,Jun-21,0.23,0.5,0.27,117.39
CWST,2021-07-29,Jun-21,0.24,0.25,0.01,4.17
CWT,2021-07-29,Jun-21,0.37,0.75,0.38,102.7
CXW,2021-08-09,Jun-21,0.42,0.46,0.04,9.52
CYRX,2021-08-05,Jun-21,-0.13,-0.16,-0.03,-23.08
CYTK,2021-08-05,Jun-21,-0.65,-0.86,-0.21,-32.31
CZNC,2021-08-06,Jun-21,0.47,0.44,-0.03,-6.38
CZR,2021-08-03,Jun-21,-0.26,0.48,0.74,284.62
D,2021-08-06,Jun-21,0.77,0.76,-0.01,-1.3
DAL,2021-07-14,Jun-21,-1.41,-1.07,0.34,24.11
DAN,2021-07-30,Jun-21,0.49,0.59,0.1,20.41
DAR,2021-08-10,Jun-21,0.82,1.17,0.35,42.68
DBD,2021-07-29,Jun-21,0.29,0.1,-0.19,-65.52
DBI,2021-08-31,Jul-21,0.18,0.56,0.38,211.11
DBX,2021-08-05,Jun-21,0.33,0.4,0.07,21.21
DCI,2021-09-02,Jul-21,0.66,0.66,0,0
DCO,2021-08-12,Jun-21,0.65,0.74,0.09,13.85
DCOM,2021-07-30,Jun-21,1.05,0.94,-0.11,-10.48
DCPH,2021-08-03,Jun-21,-1.15,-1.21,-0.06,-5.22
DCT,2021-07-08,May-21,-0.01,0.03,0.04,400
DD,2021-08-03,Jun-21,0.94,1.06,0.12,12.77
DDD,2021-08-09,Jun-21,0.05,0.12,0.07,140
DDOG,2021-08-05,Jun-21,0.03,0.09,0.06,200
DDS,2021-08-12,Jul-21,2.45,8.81,6.36,259.59
DE,2021-08-20,Jul-21,4.49,5.32,0.83,18.49
DEA,2021-08-03,Jun-21,0.33,0.1,-0.23,-69.7
DECK,2021-07-29,Jun-21,-0.04,1.71,1.75,4375
DEI,2021-08-03,Jun-21,0.44,0.47,0.03,6.82
DELL,2021-08-26,Jul-21,2.05,2.24,0.19,9.27
DENN,2021-08-03,Jun-21,0.12,0.18,0.06,50
DFIN,2021-08-04,Jun-21,0.87,1.38,0.51,58.62
DFS,2021-07-21,Jun-21,3.68,5.55,1.87,50.82
DG,2021-08-26,Jul-21,2.59,2.69,0.1,3.86
DGII,2021-08-04,Jun-21,0.1,0.09,-0.01,-10
DGX,2021-07-22,Jun-21,2.87,3.18,0.31,10.8
DHC,2021-08-04,Jun-21,0.02,-0.14,-0.16,-800
DHI,2021-07-22,Jun-21,2.83,3.06,0.23,8.13
DHR,2021-07-22,Jun-21,2.04,2.46,0.42,20.59
DHT,2021-08-09,Jun-21,-0.11,-0.09,0.02,18.18
DIN,2021-08-05,Jun-21,1.74,1.94,0.2,11.49
DIOD,2021-08-05,Jun-21,1.12,1.2,0.08,7.14
DIS,2021-08-12,Jun-21,0.57,0.8,0.23,40.35
DISH,2021-08-09,Jun-21,0.9,1.06,0.16,17.78
DK,2021-08-03,Jun-21,-1.01,-0.88,0.13,12.87
DKNG,2021-08-06,Jun-21,-0.61,-0.76,-0.15,-24.59
DKS,2021-08-25,Jul-21,2.8,5.08,2.28,81.43
DLB,2021-07-29,Jun-21,0.48,0.71,0.23,47.92
DLR,2021-07-29,Jun-21,1.58,1.54,-0.04,-2.53
DLTR,2021-08-26,Jul-21,1.03,1.23,0.2,19.42
DM,2021-08-11,Jun-21,-0.1,-0.08,0.02,20
DNB,2021-08-03,Jun-21,0.24,0.25,0.01,4.17
DNLI,2021-08-04,Jun-21,-0.37,-0.5,-0.13,-35.14
DOC,2021-08-04,Jun-21,0.27,0.26,-0.01,-3.7
DOCU,2021-09-02,Jul-21,0.39,0.47,0.08,20.51
DOMO,2021-08-26,Jul-21,-0.38,-0.3,0.08,21.05
DOOR,2021-08-09,Jun-21,2.08,2.23,0.15,7.21
DORM,2021-07-26,Jun-21,1.01,1.1,0.09,8.91
DOV,2021-07-20,Jun-21,1.84,2.06,0.22,11.96
DOW,2021-07-22,Jun-21,2.48,2.72,0.24,9.68
DOX,2021-08-04,Jun-21,1.18,1.35,0.17,14.41
DPZ,2021-07-22,Jun-21,2.86,3.12,0.26,9.09
DRE,2021-07-28,Jun-21,0.43,0.47,0.04,9.3
DRH,2021-08-05,Jun-21,-0.03,0.05,0.08,266.67
DRI,2021-06-24,May-21,1.82,2.03,0.21,11.54
DRQ,2021-07-29,Jun-21,-0.08,-0.53,-0.45,-562.5
DRRX,2021-07-29,Jun-21,-0.04,-0.04,0,0
DSKE,2021-08-03,Jun-21,0.09,0.49,0.4,444.44
DT,2021-07-28,Jun-21,0.14,0.16,0.02,14.29
DTE,2021-07-27,Jun-21,1.44,1.7,0.26,18.06
DTIL,2021-08-12,Jun-21,-0.38,0.36,0.74,194.74
DUK,2021-08-05,Jun-21,1.12,1.15,0.03,2.68
DV,2021-07-29,Jun-21,0.01,0.02,0.01,100
DVA,2021-08-03,Jun-21,2.14,2.64,0.5,23.36
DVAX,2021-08-04,Jun-21,-0.04,0.02,0.06,150
DVN,2021-08-03,Jun-21,0.53,0.6,0.07,13.21
DXC,2021-08-04,Jun-21,0.75,0.84,0.09,12
DXCM,2021-07-29,Jun-21,0.43,0.76,0.33,76.74
DY,2021-09-01,Jul-21,0.73,0.6,-0.13,-17.81
DYN,2021-08-05,Jun-21,-0.55,-0.58,-0.03,-5.45
DZSI,2021-08-02,Jun-21,-0.03,-0.03,0,0
EA,2021-08-04,Jun-21,0.63,0.63,0,0
EAF,2021-08-06,Jun-21,0.39,0.43,0.04,10.26
EAR,2021-08-12,Jun-21,-0.25,-0.36,-0.11,-44
EAT,2021-08-18,Jun-21,1.7,1.68,-0.02,-1.18
EB,2021-08-05,Jun-21,-0.33,-0.22,0.11,33.33
EBAY,2021-08-11,Jun-21,0.99,0.99,0,0
EBS,2021-07-29,Jun-21,1.81,0.33,-1.48,-81.77
ECL,2021-07-27,Jun-21,1.18,1.22,0.04,3.39
ECOL,2021-07-29,Jun-21,0.16,0.1,-0.06,-37.5
ECOM,2021-08-05,Jun-21,0.19,0.26,0.07,36.84
ECPG,2021-08-04,Jun-21,2.09,3.3,1.21,57.89
ED,2021-08-05,Jun-21,0.62,0.53,-0.09,-14.52
EDIT,2021-08-04,Jun-21,-0.85,-0.81,0.04,4.71
EEFT,2021-07-27,Jun-21,0.73,0.53,-0.2,-27.4
EFC,2021-08-05,Jun-21,0.44,0.51,0.07,15.91
EFSC,2021-07-26,Jun-21,1.11,1.23,0.12,10.81
EFX,2021-07-21,Jun-21,1.71,1.98,0.27,15.79
EGAN,2021-09-01,Jun-21,0.03,0.08,0.05,166.67
EGBN,2021-07-21,Jun-21,1.22,1.5,0.28,22.95
EGHT,2021-08-04,Jun-21,0.01,0.01,0,0
EGLE,2021-08-05,Jun-21,2.7,2.63,-0.07,-2.59
EGP,2021-07-27,Jun-21,1.45,1.47,0.02,1.38
EGRX,2021-08-09,Jun-21,0.88,0.93,0.05,5.68
EHC,2021-07-27,Jun-21,1.01,1.17,0.16,15.84
EHTH,2021-07-29,Jun-21,-0.61,-0.45,0.16,26.23
EIG,2021-07-22,Jun-21,0.52,0.41,-0.11,-21.15
EIX,2021-07-29,Jun-21,0.99,0.94,-0.05,-5.05
EL,2021-08-19,Jun-21,0.51,0.78,0.27,52.94
ELAN,2021-08-09,Jun-21,0.26,0.28,0.02,7.69
ELF,2021-08-04,Jun-21,0.14,0.27,0.13,92.86
ELS,2021-07-19,Jun-21,0.54,0.61,0.07,12.96
ELY,2021-08-09,Jun-21,-0.01,0.36,0.37,3700
EME,2021-07-29,Jun-21,1.59,1.78,0.19,11.95
EMKR,2021-08-04,Jun-21,0.17,0.2,0.03,17.65
EMN,2021-08-02,Jun-21,2.32,2.46,0.14,6.03
EMR,2021-08-04,Jun-21,0.98,1.09,0.11,11.22
ENDP,2021-08-05,Jun-21,0.42,0.65,0.23,54.76
ENPH,2021-07-27,Jun-21,0.42,0.53,0.11,26.19
ENR,2021-08-09,Jun-21,0.66,0.74,0.08,12.12
ENS,2021-08-11,Jun-21,1.2,1.25,0.05,4.17
ENSG,2021-07-28,Jun-21,0.88,0.89,0.01,1.14
ENTA,2021-08-05,Jun-21,-1.41,-1.19,0.22,15.6
ENTG,2021-07-27,Jun-21,0.8,0.85,0.05,6.25
ENV,2021-08-05,Jun-21,0.54,0.67,0.13,24.07
ENVA,2021-07-29,Jun-21,1.43,2.26,0.83,58.04
EOG,2021-08-04,Jun-21,1.54,1.73,0.19,12.34
EOLS,2021-08-04,Jun-21,-0.24,-0.27,-0.03,-12.5
EPAM,2021-08-05,Jun-21,1.93,2.05,0.12,6.22
EPAY,2021-08-10,Jun-21,0.27,0.27,0,0
EPC,2021-08-05,Jun-21,0.8,0.89,0.09,11.25
EPR,2021-07-27,Jun-21,0.62,0.71,0.09,14.52
EPRT,2021-07-28,Jun-21,0.3,0.2,-0.1,-33.33
EPZM,2021-08-09,Jun-21,-0.6,-0.63,-0.03,-5
EQBK,2021-07-19,Jun-21,0.57,1.09,0.52,91.23
EQH,2021-08-04,Jun-21,1.37,1.71,0.34,24.82
EQIX,2021-07-28,Jun-21,6.72,7.01,0.29,4.32
EQR,2021-07-27,Jun-21,0.7,0.84,0.14,20
EQT,2021-07-28,Jun-21,0.04,0.07,0.03,75
ERIE,2021-07-29,Jun-21,1.51,1.51,0,0
ERII,2021-08-05,Jun-21,-0.01,0.02,0.03,300
ES,2021-07-29,Jun-21,0.8,0.79,-0.01,-1.25
ESI,2021-07-28,Jun-21,0.34,0.35,0.01,2.94
ESNT,2021-08-06,Jun-21,1.26,1.42,0.16,12.7
ESPR,2021-08-03,Jun-21,-1.82,-1.67,0.15,8.24
ESRT,2021-07-28,Jun-21,0.14,0.01,-0.13,-92.86
ESS,2021-07-29,Jun-21,2.99,3.04,0.05,1.67
ESTC,2021-08-25,Jul-21,-0.11,0.04,0.15,136.36
ESTE,2021-08-04,Jun-21,0.19,0.26,0.07,36.84
ETN,2021-08-03,Jun-21,1.55,1.72,0.17,10.97
ETR,2021-08-04,Jun-21,1.41,1.34,-0.07,-4.96
ETRN,2021-08-03,Jun-21,0.15,0.13,-0.02,-13.33
ETSY,2021-08-04,Jun-21,0.59,0.68,0.09,15.25
EVBG,2021-08-09,Jun-21,-0.23,0.03,0.26,113.04
EVC,2021-08-05,Jun-21,0.08,0.09,0.01,12.5
EVER,2021-08-02,Jun-21,-0.1,-0.07,0.03,30
EVH,2021-08-04,Jun-21,-0.06,-0.02,0.04,66.67
EVLO,2021-07-29,Jun-21,-0.54,-0.59,-0.05,-9.26
EVOP,2021-08-04,Jun-21,0.17,0.21,0.04,23.53
EVR,2021-07-28,Jun-21,2.82,3.17,0.35,12.41
EVRG,2021-08-05,Jun-21,0.74,0.85,0.11,14.86
EVRI,2021-08-04,Jun-21,0.32,0.36,0.04,12.5
EVTC,2021-08-03,Jun-21,0.57,0.78,0.21,36.84
EW,2021-07-29,Jun-21,0.55,0.64,0.09,16.36
EWBC,2021-07-22,Jun-21,1.38,1.57,0.19,13.77
EXAS,2021-07-28,Jun-21,-0.72,-1.03,-0.31,-43.06
EXC,2021-08-04,Jun-21,0.7,0.89,0.19,27.14
EXEL,2021-08-05,Jun-21,0.05,0.3,0.25,500
EXLS,2021-07-29,Jun-21,1.01,1.14,0.13,12.87
EXP,2021-07-28,Jun-21,2.11,2.25,0.14,6.64
EXPD,2021-08-03,Jun-21,1.63,1.84,0.21,12.88
EXPE,2021-08-05,Jun-21,-0.76,-1.13,-0.37,-48.68
EXPI,2021-08-04,Jun-21,0.05,0.24,0.19,380
EXPO,2021-07-29,Jun-21,0.42,0.48,0.06,14.29
EXR,2021-07-27,Jun-21,1.56,1.64,0.08,5.13
EXTR,2021-07-28,Jun-21,0.18,0.19,0.01,5.56
EYE,2021-08-12,Jun-21,0.23,0.48,0.25,108.7
EYPT,2021-08-04,Jun-21,-0.45,-0.35,0.1,22.22
EZPW,2021-08-04,Jun-21,0.01,-0.03,-0.04,-400
F,2021-07-28,Jun-21,-0.11,0.13,0.24,218.18
FAF,2021-07-22,Jun-21,1.63,2.13,0.5,30.67
FANG,2021-08-02,Jun-21,2.25,2.4,0.15,6.67
FARO,2021-07-28,Jun-21,0.19,0.12,-0.07,-36.84
FAST,2021-07-13,Jun-21,0.41,0.42,0.01,2.44
FATE,2021-08-04,Jun-21,-0.52,-0.58,-0.06,-11.54
FB,2021-07-28,Jun-21,3.03,3.61,0.58,19.14
FBC,2021-07-28,Jun-21,1.98,2.74,0.76,38.38
FBHS,2021-07-28,Jun-21,1.37,1.56,0.19,13.87
FBK,2021-07-19,Jun-21,0.82,0.88,0.06,7.32
FBMS,2021-07-26,Jun-21,0.77,0.74,-0.03,-3.9
FBNC,2021-07-27,Jun-21,0.93,1.03,0.1,10.75
FBP,2021-07-23,Jun-21,0.27,0.36,0.09,33.33
FC,2021-06-30,May-21,-0.07,0.18,0.25,357.14
FCBC,2021-07-28,Jun-21,0.59,0.76,0.17,28.81
FCEL,2021-09-14,Jul-21,-0.05,-0.04,0.01,20
